empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
OBA OBA,37932,SACO ALVEJADO PARA LIMPEZA PE DE GALINHA,4.0,39.6,1
OBA OBA,8087,Capa de Almofada Vintage Cores Sortidas 45x45 cm Adomes,4.0,39.6,3
OBA OBA,17756,ISQUEIRO BIC MAXI ,5.0,39.5,5
OBA OBA,78974766602872,PUXADOR ITAPEMA 128 ALUF  5572,5.0,39.5,2
OBA OBA,78974766604366,CABIDE POP INFANTIL KIT COM 5 LILAS PLASTIBRASIL,5.0,39.5,2
OBA OBA,33810,XICARA CAFE AMERICANO 90ML NADIR,3.0,39.33,2
OBA OBA,16981,BALA DORI GOMA TUBO FRUTAS 32g,39.0,39.0,27
OBA OBA,30973,TALAO PEDIDO 1/32 1VIA TILIBRA,10.0,39.0,4
OBA OBA,78974766602997,"Forma Mini Pudim/Torta Suíça Alumínio 10x4,5x8",6.0,39.0,1
OBA OBA,25504,PENEIRA DE FRITURA CATUAI,3.0,38.7,3
OBA OBA,40357,VASSOURA PLURI C/CABO,3.0,38.7,3
OBA OBA,45085,Papel A4 Criativo 8 Cores (85g/m²) 45 Folhas – Usapel,3.0,38.7,2
OBA OBA,50299,ENERGETICO MONSTER,3.0,38.7,3
OBA OBA,50354,ALCOOL SOL 1LT 70%,3.0,38.7,3
OBA OBA,50724,Kit 4 Paleta Book Mista (Pele E Sombra) - Panda Safira,1.0,38.7,1
OBA OBA,78974766603561,DIFUSOR DE AROMAS ALL SAY C/ CAIXA 250 ML BABY,3.0,38.7,2
OBA OBA,78974766603676,LAPIS DE COR TRIANGULAR ESTAMPADO FINI 12 CORES - LEONORA,3.0,38.7,3
OBA OBA,78974766604015,"Plastico termovip light 1,40 Margaridas e coracao azul 6288B",2.4,38.16,1
OBA OBA,15414,FORMA P/PAO GRANDE FORTALEZA,1.0,37.9,1
OBA OBA,46634,CUSCUZEIRA LUXO N14,1.0,37.9,1
OBA OBA,48306,Lápis De Cor 20 Cores + 4 Bicolor Sextavado Faber Castell,1.0,37.9,1
OBA OBA,46205,AVENTAL AÇOUGUEIRO MEDIO RODOS DOURADOS ,2.0,37.8,2
OBA OBA,48822,TOALHA P/ PES 46X70,2.0,37.8,1
OBA OBA,49671,ENCHIMENTO 45CM X 48CM FIBRA SILICONIZADA,2.0,37.8,1
OBA OBA,50825,TORNEIRA DE JARDIM LONGA CRYSTALINA,2.0,37.8,2
OBA OBA,78974766603128,ARRANJO DE FLORES ARTIFICIAIS N0205,2.0,37.8,2
OBA OBA,923,Enchimento para almofada 48X48cm fibra siliconizada - Adomes,2.0,37.8,1
OBA OBA,78974766602431,Abraçadeira Aço Carbono  Mangueira Gás e Jardim,13.0,37.699999999999996,8
OBA OBA,07312,Massinha de Modelar 12 Cores Soft Acrilex,5.0,37.5,5
OBA OBA,6106,Caderno Univ. 20 Matérias Pepper 320 Folhas Feminino – Tilibra,1.0,36.9,1
OBA OBA,7868,Mantimentos da Princesa - ZUCA TOYS,1.0,36.9,1
OBA OBA,78974766602943,Hélice Ventilador Britânia Protect 30cm Six Cinza,1.0,36.9,1
OBA OBA,78974766603382,BULE N14 PRETO CRAQUEADO LAREDU,1.0,36.9,1
OBA OBA,78974766603390,Forma Teflon para Bolo Fundo Móvel - 26cm 3390,1.0,36.9,1
OBA OBA,78974766604344,Veda Porta Duplo em Tecido 90cm,1.0,36.0,1
OBA OBA,78974766603907,Kit c/3 Caneta Marca Texto Super Soft Gel Faber Castell,1.0,35.99,1
OBA OBA,40536,Brinquedo Infantil Crec Crec Burguer Feliz,1.0,35.9,1
OBA OBA,47858,TOALHA BANHO PEROLA RETRO VERDE MAR,1.0,35.9,1
OBA OBA,49655,CAPA P/ ALMOFADA DELUXE CLEAN 28CM X 50CM ROSE,1.0,35.9,1
OBA OBA,51281,TOALHA BANHO PEROLA RETRO ROSE,1.0,35.9,1
OBA OBA,78974766601080,Caixa Organizadora 20 Divisórias Porta Parafusos Pregos,1.0,35.9,1
OBA OBA,78974766604417,Garrafa térmica 500ml roma lisa sortidas Unitermi,1.0,35.9,1
OBA OBA,7946-AzulPerolado,BANHEIRA BABY 22L PLASTIBRASIL -Azul Perolado,1.0,35.9,1
OBA OBA,32847,"VARAO 1,5MT SIMPLES",2.0,35.8,2
OBA OBA,34247,VASOURRA PLURI MAX  CABO,2.0,35.8,2
OBA OBA,49556,CADERNO 1/4 RABISCO GARFIELD 80F,2.0,35.8,2
OBA OBA,78974766602822,Prato Sobremesa 18 cm Donna Jardim de Cerejas OXFORD,2.0,35.8,1
OBA OBA,36426,Pano De Copa Avulso Atoalhado Teka Gourmet Peixes Branco,3.0,35.7,2
OBA OBA,78974766603467,"PESO PANELA DE PRESSAO EIRILAR 4,5/7/10LT",3.0,35.7,3
OBA OBA,9959,COLA MAXI 500G,3.0,35.7,3
OBA OBA,5021,Caderno Desenho Capa Flexivel Com 48fls D+ Sortido ,4.0,35.6,2
OBA OBA,50964,FITA CREPE 24X50 TN 568,4.0,35.6,4
OBA OBA,78974766602438,Peso para Panela de Pressão Clock Preto  02438,4.0,35.6,3
OBA OBA,78974766604216,Fita Isolante Anti-chama 18mm X 20m - Mf Tools,4.0,35.6,3
OBA OBA,78974766602048,PEGADOR POMEL PEQUENO,6.0,35.4,3
OBA OBA,3010-Preto-Colher Sopa,Talheres Sintonia Simonaggio-Preto-Colher Sopa,9.0,35.1,1
OBA OBA,78974766602372,Bateria de Litio 3V Elgin CR1616  Unidade,4.0,34.92,3
OBA OBA,43377,ESCORREDOR B4,1.0,34.9,1
OBA OBA,48219,LIXEIRA BASCULANTE 15 LITROS - PRETO Ref: 0257 PLASMONT,1.0,34.9,1
OBA OBA,49322,Vaso Aquário 21x16cm,1.0,34.9,1
OBA OBA,51313,TOALHA BANHO BARCELONA BEGE,1.0,34.9,1
OBA OBA,51338,CABO DADOS EL-3115 PD,1.0,34.9,1
OBA OBA,78974766602295,DISPENSER TRAVA MAIS CRISTAL PLASUTIL,1.0,34.9,1
OBA OBA,78974766602329,"Varão Cortina Aço 0,19x3,0m Simples Bege",1.0,34.9,1
OBA OBA,78974766602387,Organizador Multiuso Triangular Triplo Preto Plasnew,1.0,34.9,1
OBA OBA,78974766603204,PANQUEQUEIRA AA 22 BRAZMANN,1.0,34.9,1
OBA OBA,78974766603601,POTE DE VIDRO HERMÉTICO 1500 ML CATUAI,1.0,34.9,1
OBA OBA,9766,COCA COLA 200ML,12.0,34.8,6
OBA OBA,24864,Pasta Elástico Ofício 30 mm Cristal - Polibras,5.0,34.5,1
OBA OBA,29206,RODINHA COM  PINO  42 BAURU 5430,5.0,34.5,2
OBA OBA,48962,Pano De Prato Atacado Vies Estampado Variadas 69X45,5.0,34.5,3
OBA OBA,50821,SIFAO CRYSTALINA 70 CM,5.0,34.5,5
OBA OBA,78974766602778,Ramekin M - 125ml,5.0,34.5,2
OBA OBA,78974766604014,"Plastico termovip light 1,40 Cafe expresso 6434A",2.16,34.34,2
OBA OBA,2795,Bateria de Litio 3V Elgin CR 2032 Unidade,7.0,34.300000000000004,4
OBA OBA,47727,PLASTICO TERMICO TIPOGRAFIA CAFE MARROM/BEGE 923018,2.3,34.27,1
OBA OBA,7896877428107,Boia para Filtro de Água Stéfani Branco,2.0,34.04,2
OBA OBA,51282,TOALHA BANHO CHARME PLUS PETROLEO,1.0,33.9,1
OBA OBA,15513,FORMA TUBO N20 LAREDU,2.0,33.8,1
OBA OBA,17997,"Jarra de plastico 3,7 litros redonda com tampa color",2.0,33.8,2
OBA OBA,31922,TINTA TECIDO FOSCA 37ML 520 PRETO UN ACRILEX,4.0,33.8,3
OBA OBA,42321,Marcador Quadro Branco Vermelho Faber Castell,4.0,33.8,4
OBA OBA,78974766601910,MEIA CURTA FEMININA GRIFFOS 35-39,6.0,33.400000000000006,2
OBA OBA,49314,Luvas de Latex Tamanho G Sanro,3.0,33.12,3
OBA OBA,34723,GARRAFA TERMICA USE 1L BEGE MOR,1.0,32.9,1
OBA OBA,78974766602407,"Varão Cortina Aço 0,19x2,0m Simples Cromado",1.0,32.9,1
OBA OBA,78974766603365,"PANELA N16 PRETO CRAQ. 1,28 LTS LAREDU",1.0,32.9,1
OBA OBA,21090,MANGUEIRA DE GAS ALTA PRESSAO,3.0,32.7,1
OBA OBA,78974766602269,ESCOVA SANITARIA RATTAN C/ SUPORTE 33CM CATUAI,3.0,32.7,3
OBA OBA,78974766604398,CJ. 2G POTES RETANGULAR - TRANSPARENTE Ref: 0541 PLASMONT,3.0,32.7,2
OBA OBA,78974766603589,Kit Pia com 3 Peças R.A.E. Plasticos,2.0,32.45,2
OBA OBA,7897013534201,Pilha Alcalina AAA - Palito ELGIN C2PCS,4.0,32.25,4
OBA OBA,78974766604332,Kit Limpeza Vassoura + Pá Coletora Cores Sortidas Sm Lar,1.0,32.0,1
OBA OBA,41401,Lápis de Cor Capricho Tons Especiais 10 Cores Tris,1.0,31.99,1
OBA OBA,78974766604321,Prato Raso Biona Donna 26cm Chá Das 5 Cerâmica Oxford,1.0,31.99,1
OBA OBA,31898,TINTA TECIDO FOSCA 37ML 501 - AZUL TURQUESA - UN - ACRILEX,2.0,31.98,2
OBA OBA,0620,Kit Lanchinho - Nig,1.0,31.9,1
OBA OBA,78974766602694,QUEIMADOR BOSCH GRANDE 2694,1.0,31.9,1
OBA OBA,41817,CONCHA 9 ERCA ALUMINIO,2.0,31.8,1
OBA OBA,43122,Queijeira com Tampa Santana,2.0,31.8,2
OBA OBA,43611,BALDE PRETO 12 LITROS Ref: 0382 PLASMONT,2.0,31.8,2
OBA OBA,750,ANTENA /TV,2.0,31.8,2
OBA OBA,78974766602461,RATOEIRA GRANDE CATUAI,2.0,31.8,2
OBA OBA,78974766602467,BATEDOR 30CM CATUAI,2.0,31.8,2
OBA OBA,78974766602936,Rodizio Giratório Roda de Gel COM TRAVA 5447 BAURU,2.0,31.8,1
OBA OBA,78974766603248,ORGANIZADOR EM VIDRO MULTIUSO 450 ML GIRE E TRAVA TAMPA VERMELHA PRETA E CINZA ,2.0,31.8,1
OBA OBA,78974766603593,DISPENSER PORTA DETERGENTE / ESPONJA RATTAN 500ML,2.0,31.8,1
OBA OBA,78974766603843,PLASTICO DUPLA FACE 1 40X30M GIRASSOIS 923132,2.0,31.8,1
OBA OBA,78974766604522,Rodizio Giratório Roda de Gel COM TRAVA  2 cod 5442 BAURU,2.0,31.8,1
OBA OBA,8424,CARRINHO POLIPLAC   3968,2.0,31.8,2
OBA OBA,46418,CABIDE SAIA PRETO C/ 2 PLASTIBRASIL,4.0,31.6,1
OBA OBA,50958,CANETA DIVERSOS,4.0,31.6,4
OBA OBA,78974766602474,PULVERIZADOR GIRAFINHA TEXTURIZADO 375ML,4.0,31.6,4
OBA OBA,34388,pano de prato bainha bresser riscado 67x40,8.0,31.2,4
OBA OBA,78974766602914,Ponteira Pé Cadeira Externa Pvc Branca 2'' 5880,8.0,31.2,1
OBA OBA,78974766603739,pino de panela de pressão,8.0,31.2,5
OBA OBA,9822,COLA BASTAO 40G LEO E LEO,8.0,31.2,5
OBA OBA,45548,Plástico Adesivo Leotack Preto Fosco METRO,4.5,31.049999999999997,2
OBA OBA,7224,"Caneca Antiga Chá E Café Esmaltada Ferro Ágata 70ml Ewel 4,5 Cor Marrom",2.0,31.04,2
OBA OBA,49227,"Prato Fundo 21,5 Cm Donna Lola OXFORD",1.0,31.03,1
OBA OBA,25813,Pilha Rayovac As Amarelinhas Aaa Palito c/4,3.0,30.700000000000003,3
OBA OBA,4866120-preto,Cartolina Dupla Face Color Set -preto,16.0,30.4,4
OBA OBA,78974766602821,"Prato Fundo 21,5 cm Donna Jardim de Cerejas",1.0,30.25,1
OBA OBA,50379,Fita Adesiva 12mm X 25m Transparente Pequena Tn565 - 1 Und,20.0,30.0,6
OBA OBA,EVA1237-branco,EVA LISO BRANCO,12.0,30.0,5
OBA OBA,21460,Marinex Facilita Vap C/ Tampa 1L,1.0,29.9,1
OBA OBA,34669,"Cortina para Box Polietileno Colorida 1,35x2,00m Plast Léo",1.0,29.9,1
OBA OBA,40107,Lixeira Metal Preta 10 Litros Telado 508 TN,1.0,29.9,1
OBA OBA,40757,Cabide de Parede com 4 Ganchos Fixa Fácil - Primafer,1.0,29.9,1
OBA OBA,43136,Lixeira com tampa marble - 6 litros Santana,1.0,29.9,1
OBA OBA,43142,Lixeira Pedal Preta Multiuso Quadrada Banheiro Escritorio Cozinha 14 Litros Plásticos Santana Preto,1.0,29.9,1
OBA OBA,48182,Tábua Premium Plastibrasil,1.0,29.9,1
OBA OBA,48772,LUVA ADULTO,1.0,29.9,1
OBA OBA,49015,CAIXA ORGANIZADORA 9L ROSA,1.0,29.9,1
OBA OBA,50814,LIXEIRA COM TAMPA | PRETA – 30 LITROS,1.0,29.9,1
OBA OBA,78974766602455,Espalhador Esmaltec Clarice/jade GRANDE 2455,1.0,29.9,1
OBA OBA,78974766602844,Jogo de Copos com 4 Pcs Fiore 315ml Nadir ,1.0,29.9,1
OBA OBA,78974766603380,BULE N10 PRETO CRAQUEADO LAREDU,1.0,29.9,1
OBA OBA,78974766603969,Kit Garfo e Faca Para Churrasco Aço Inox Fenima,1.0,29.9,1
OBA OBA,78974766603970,Garrafa Infantil Decorada C/Alça 600 ml Fenima,1.0,29.9,1
OBA OBA,78974766603971,Garrafa Infantil Decorada Plástica 500 ml Fenima,1.0,29.9,1
OBA OBA,78974766604098,Tapete para Box Catuai ,1.0,29.9,1
OBA OBA,78974766604195,GUARDA-CHUVA AUTO RISOVIT CABO CURVO/MEDIO PRETO F2250FP,1.0,29.9,1
OBA OBA,78974766604375,Bacia Premium – 17 Litros Plastibrasil Preto,1.0,29.9,1
OBA OBA,78974766604422,CUTELO N 6 PROFISSIONAL CATUAI,1.0,29.9,1
OBA OBA,78974766604520,Torneira Bancada Preta Hidrotec,1.0,29.9,1
OBA OBA,7898994936923,Torneira Bancada Crystalina ,1.0,29.9,1
OBA OBA,8551, Mor - Pegador De Silicone 29X15X2Cm Vermelho,1.0,29.9,1
OBA OBA,25640,Peso Porta Galinha Sortida Artesanal,2.0,29.89,2
OBA OBA,325995,Caderno Azul Caligrafia 190mm x 248mm Credeal 40Fls,2.0,29.89,2
OBA OBA,78974766603261,Apontador Com Depósito + Borracha Mix Pastel FABER-CASTELL,2.0,29.89,2
OBA OBA,12655,ESCOVA BETTANIN NOVIÇA LONGO ALCANCE,2.0,29.8,2
OBA OBA,48814,MARCADOR PARA QUADRO BRANCO SLIM JOCAR OFFICE,6.0,29.8,5
OBA OBA,49088,Ralo Para Pia Telinha Em Inox 9 Cm Catuai,3.0,29.700000000000003,3
OBA OBA,78974766601030,Vaso Redondo G 9 Litros – Preto PLASMONT 0324,3.0,29.700000000000003,2
OBA OBA,78974766601300,Giz Escolar Colorido Plastificado 30 Caixas com 50 Unidades,3.0,29.700000000000003,3
OBA OBA,78974766603630,PRANCHETA DURATEX CAVIA,3.0,29.700000000000003,2
OBA OBA,51439,Porta Retrato 10 x 15cm Pop Sortido Moltam SORTIDO,3.0,29.7,1
OBA OBA,GP135,PEGADOR UNIVERSAL 21CM GP INOX,3.0,29.7,1
OBA OBA,37935,Pano De Chão Xadrez Alvejado Grande Limpeza Duplo 65X45,5.0,29.5,2
OBA OBA,48272,Massinha De Modelar 12 Cores 180g Fofinha Leoleo,5.0,29.5,4
OBA OBA,EVA125776-vermelho,EVA GLITTER VERMELHO,5.0,29.5,4
OBA OBA,2900/201,Cola Colorida com Glitter Ouro 23g Acrilex,6.0,29.4,1
OBA OBA,604955-6b,EcoLápis Grafite Preto Técnico 9000 6B – Faber-Castell,6.0,29.4,2
OBA OBA,78974766602861,PUXADOR TRADICAO 064MM ALUC ABS 6581,6.0,29.4,1
OBA OBA,21152,MANTA PET,3.3,29.369999999999997,2
OBA OBA,78974766603359,NOTA PROMISSÓRIA 50 FOLHAS 214mm x 93mm FILIPERSON,10.0,29.0,2
OBA OBA,25106/470,Ralador Tramontina,1.0,28.9,1
OBA OBA,51287,TOALHA BANHO VIENA PISCINA,1.0,28.9,1
OBA OBA,51288,TOALHA BANHO VIENA VERDE AGUA,1.0,28.9,1
OBA OBA,51289,TOALHA BANHO VIENA BEGE,1.0,28.9,1
OBA OBA,29638,"SACOLA DE PRESENTE 21,5X15",11.0,28.799999999999997,4
OBA OBA,47087,TOUCA CETIM,2.0,28.799999999999997,2
OBA OBA,78974766602850,FIBRA DE COCO 1L LORIANNA,2.0,28.79,2
OBA OBA,78974766603361,"Ficha Pautada Nº3 5x8 100Fls F/20,3cm x 12,7cm FILIPERSON",1.0,27.99,1
OBA OBA,40713,"BROCA PARA ACO 10,0",1.0,27.9,1
OBA OBA,48183,Tábua Tamanho XG PLASTIBRASIL,1.0,27.9,1
OBA OBA,51371,ALICATE UNIVERSAL 8″ HW9006 HAWK,1.0,27.9,1
OBA OBA,78974766603122,FORMA DE BOLA 24 ALTA LAZARIN,1.0,27.9,1
OBA OBA,78974766603611,Capacho Tapete Porta Entrada Meia Lua 38x60 My Home Grafite 60 Cm 38 Cm Cristal,1.0,27.9,1
OBA OBA,78974766604208,CAIXA ORGANIZADORA COM TAMPA JUTA 5 LITROS JAGUAR,1.0,27.9,1
OBA OBA,12298,ELASTICO SAO JOSE N 16,2.0,27.8,2
OBA OBA,51463,MEIAS MASCULINAS 40-46,2.0,27.8,1
OBA OBA,78974766602606,SUPORTE VARAO CROMADO 28MM,2.0,27.8,1
OBA OBA,78974766604255,Rodinha de silicone giratoria 2 5440,2.0,27.8,1
OBA OBA,27993,PRATO DURALEX ASTRAL FUNDO,4.0,27.6,1
OBA OBA,51024,SOQUETE PARA LAMPADA COM PINO PARA TOMADA PRETO E27,4.0,27.6,3
OBA OBA,51082,CADERNO BROCHURA 48 FOLHAS CAPA DURA STIFF AMARELO JANDAIA,4.0,27.6,1
OBA OBA,78974766601020,Vaso Redondo M 5 Litros – Preto PLASMONT,4.0,27.6,3
OBA OBA,78974766602496,BOLA PVC COLORIDA,4.0,27.6,3
OBA OBA,36035,DEL VALLE UVA,5.0,27.5,3
OBA OBA,35668,PRENDEDORES PARA ROUPAS ,7.0,27.3,3
OBA OBA,26051,PIPA MEDIA REAL SEDA,7.0,27.299999999999997,2
OBA OBA,78974766603893,Marca Texto Faber Castell c/4 Cores Sortidas,1.0,27.27,1
OBA OBA,7896644715720,PASTA ABA ELASTICA PLASTICA OFICIO AZUL SOFT 160209 - POLIBRAS,3.0,26.97,3
OBA OBA,29706,Lápis de Cor triangular Norma 12 Cores,1.0,26.9,1
OBA OBA,3237,"Varão Cortina Aço 0,19x1,5m Simples Cromado",1.0,26.9,1
OBA OBA,41009,Caderno Universitário Capa Dura Espiral Now United 80fls – Tilibra (Capas Sortidas),1.0,26.9,1
OBA OBA,4431,Cabide para porta com 8 ganchos STOLF,1.0,26.9,1
OBA OBA,46434,uporte P/ Galão De Água  (C24x L20x A35cm) Branco Plastibrasil ,1.0,26.9,1
OBA OBA,78974766602232,TORNEIRA DE ESFERA JATO PRESS 3/4X 3/4,1.0,26.9,1
OBA OBA,78974766602233,TORNEIRA DE ESFERA JATO PRESS 1/2 X 3/4,1.0,26.9,1
OBA OBA,78974766602403,"Varão Cortina Aço 0,19x2,5m Simples Ouro Velho",1.0,26.9,1
OBA OBA,78974766602759,Cadeado 25mm Pequeno Latão Maciço Haste De Aço Cr25 Papaiz,1.0,26.9,1
OBA OBA,78974766602889,Marmita Térmica Nerko N 14,1.0,26.9,1
OBA OBA,78974766603594,Organizador Porta Talheres De Gaveta Com 6 Divisórias NITRON,1.0,26.9,1
OBA OBA,78974766604207,CAIXA ORGANIZADORA 17 LITROS TAMPA FIXA black ,1.0,26.9,1
OBA OBA,31356,TERRA VEGETAL 5KG LORIANNA,3.0,26.700000000000003,3
OBA OBA,34240,COADOR RODOS DOURADOS,3.0,26.700000000000003,3
OBA OBA,78974766602435,Peso Panela Pressao Clock MAX 02435,3.0,26.700000000000003,3
OBA OBA,78974766604362,"Gancho De Parede Retangular Inox 4,5cm 4 Unidades Sm Lar",3.0,26.700000000000003,3
OBA OBA,3075,"Bastão de Cola Quente Fino  - 7,5mm x 30cm",14.0,26.6,7
OBA OBA,45903,ETIQUETA,22.0,26.4,1
OBA OBA,42618,CANETA ESFEROGRAFICA MY-TECH 0.7MM PRETA JOCAR,9.0,26.1,6
OBA OBA,78974766601890,SELO SEGURANÇA P/ PANELA PANELA AZUL GRANDE,9.0,26.1,5
OBA OBA,14654,Filtro Café Permanente 103 Amélia,1.0,25.99,1
OBA OBA,49376,Domino Batwheels - Madeira  Pais & Filhos,1.0,25.9,1
OBA OBA,78974766603067,KIT JARDINAGEM DE METAL E MADEIRA FENIMA,1.0,25.9,1
OBA OBA,78974766603119,ASSADEIRA PADRA LISA 4 460MM LAZARIN,1.0,25.9,1
OBA OBA,14818,FITA ADESIVA DUPLA FACE 12MM X 2MM RENDICOLLA,2.0,25.8,2
OBA OBA,25809,Lixeira de Pia Rattan com Tampa Preta 05 Litros Arqplast ,2.0,25.8,2
OBA OBA,41049,Bloco fichario uni tiliflex soho 80f,2.0,25.8,2
OBA OBA,49757,ESPELHO N 18,2.0,25.8,2
OBA OBA,51263,TOALHA ROSTO NEW PARIS PISCINA,2.0,25.8,1
OBA OBA,78974766602770,Linha para Pipa N.10 com 457 m 500 Jardas - Setta,2.0,25.8,1
OBA OBA,78974766602806,Espremedor De Limão Catuaí 17cm Alumínio,2.0,25.8,2
OBA OBA,78974766602811,Colher/Espátula Silicone Colors - 28cm SORTIDA,2.0,25.8,2
OBA OBA,78974766603048,MINI MIXER PORTATIL ELETRICO FENIMA,2.0,25.8,2
OBA OBA,78974766603127,ARRANJO DE FLORES ARTIFICIAIS N0105,2.0,25.8,2
OBA OBA,78974766604420,Colher/Espátula Silicone Colors - 28cm SORTIDA CATUAI,2.0,25.8,2
OBA OBA,49589,Caderno Universitário 80 Folhas Capa Dura Espiral Mormaii Credeal,1.0,25.6,1
OBA OBA,78974766602054,ALCA DE PANELA PRETA GRANDE FOSCO 2054,3.0,25.5,2
OBA OBA,19584,Lápis Preto Faber Castell Eco Lápis Max Sextavado Com Borracha,14.0,25.200000000000003,6
OBA OBA,78974766602156,CANETA BIC CRISTAL PRETA,21.0,25.2,12
OBA OBA,49750,BOMBA AGUA CATUAI,1.0,25.19,1
OBA OBA,4866120-marrom,Cartolina Dupla Face Color Set -marrom,6.0,25.06,4
OBA OBA,EVA1237-preto,EVA LISO PRETO,10.0,25.0,2
OBA OBA,GGB2-azul,CANETA ECONOMIC COMPACTOR - azul,25.0,25.0,9
OBA OBA,19536,Eco-Lápis 12 Cores + Kit Escolar,1.0,24.9,1
OBA OBA,2538,BARBANTE  CIANORTE CASTANHO N6 700M,1.0,24.9,1
OBA OBA,33791,VASO QUADRADO,1.0,24.9,1
OBA OBA,40504,MORDEDOR MEU CONTROLE,1.0,24.9,1
OBA OBA,44042,Quebra-Cabeça - Mickey Mouse - 150 peças - Toyster,1.0,24.9,1
OBA OBA,45380,VASO,1.0,24.9,1
OBA OBA,45667,MEIA FELTRO,1.0,24.9,1
OBA OBA,46704,COLHEDOR DE FRUTA MAX,1.0,24.9,1
OBA OBA,48919,Escolinha Divertida Extra - Números,1.0,24.9,1
OBA OBA,50042,KIT 24 PCS BOLINHAS SPACE SHOOT,1.0,24.9,1
OBA OBA,78974766602290,Caixa Organizadora Rattan Preto N°2 Plasnew,1.0,24.9,1
OBA OBA,78974766602392,CESTO DE LIXO REDONDO 35L,1.0,24.9,1
OBA OBA,78974766603243,FORMA DE SILICONE DECORATIVA PARA AIR FRYER  VEMAX,1.0,24.9,1
OBA OBA,78974766603385,FERVEDOR CAFE N12 PRETO CRAQUEADO LAREDU,1.0,24.9,1
OBA OBA,78974766603712,BARBANTE  CIANORTE COBRE N6 700M,1.0,24.9,1
OBA OBA,78974766604197,Guarda Chuva Transparente Resistente Automático,1.0,24.9,1
OBA OBA,78974766604287,Caneca de Porcelana Dia Das Mães 340ML,1.0,24.9,1
OBA OBA,RJU5396, Mini Processador Manual de Alimentos 3 Lâminas 500ml Catuai,1.0,24.9,1
OBA OBA,40439,Vaso Quadrado G 11 Litros – Preto PLASMONT 0323,2.0,24.8,2
OBA OBA,13905,ETIQUETA DE PRECO C 1000 MX 5500,5.0,24.5,3
OBA OBA,21414,MARCADOR PERMANENTE TOP JOCAR OFFICE LEONORA,5.0,24.5,3
OBA OBA,5144,Cadarço Redondo Branco  Cadarço & Cia,5.0,24.5,4
OBA OBA,78974766602504,Cadarço Redondo Preto Cadarço & Cia,5.0,24.5,3
OBA OBA,78974766603002,Adaptador Tomada Bob Esponja  2035,5.0,24.5,3
OBA OBA,78974766603853,COLORINDO HISTÓRIAS CLÁSSICAS ,7.0,24.5,2
OBA OBA,78974766602902,Ponteira Pé Cadeira Externa Pvc Preta 7/8'' 5465,30.0,24.0,3
OBA OBA,45265,CADEADO,1.0,23.9,1
OBA OBA,78974766602952,MANGUEIRA ENT. BRASTEMP 1.2 MT BAURU,1.0,23.9,1
OBA OBA,78974766604224,Cadeado 20mm Pequeno Latão Maciço Haste De Aço Cr20 Papaiz,1.0,23.9,1
OBA OBA,02020,Tinta Guache com 6 Cores 15 ml Acrilex,3.0,23.8,3
OBA OBA,03071740173,"Chamequinho Papel A4, 210 x 297 mm, 100 Folhas, Rosa",2.0,23.8,2
OBA OBA,0503,Jarra D'agua Filtra Gelo 1.750ml TAMPA COR SORTIDAS SANTANA 0503,2.0,23.8,2
OBA OBA,35455,PERFURADOR METAL 1 FURO 93070 JOCAR,2.0,23.8,2
OBA OBA,49553,CADERNO BROCH SUPER CARS 80F.,2.0,23.8,2
OBA OBA,50978,Chaveiro Pompom Brasil Preto,2.0,23.8,2
OBA OBA,78974766602345,GANCHO P/ REDE CHAPA 8215,2.0,23.8,1
OBA OBA,78974766603080,TAMPA VIDRO N16,2.0,23.8,2
OBA OBA,78974766603109,Balde Black de 8L com Alças de Cores Sortidas Plasdorta,2.0,23.8,1
OBA OBA,JS2561,CORNETA SOU BRASILEIRO,2.0,23.8,2
OBA OBA,13112,ESPONJA BANHO VEGETAL LUVA REDONDA RODOS DOURADOS,3.0,23.700000000000003,2
OBA OBA,14662,coador cafe - filtro longa vida 103 rodos dourado ,3.0,23.700000000000003,3
OBA OBA,25770,"Pilha Alcalina AA LR6 1,5V Cartela com 2 Unidades Elgin",3.0,23.700000000000003,3
OBA OBA,34131,Cola de Silicone para Artesanato 60 ml/51 g Tekbond,3.0,23.700000000000003,2
OBA OBA,49427,RODO PIA SANREMO 14CM,3.0,23.700000000000003,3
OBA OBA,6293,"Caderneta Espiral 1/8 Capa Dura D+ 96 Folhas, Tilibra Sortido",3.0,23.700000000000003,3
OBA OBA,91115,Bloco De Notas – Jocar Office – 38Mm X 50Mm – 4 Blocos Coloridos – 100 Folhas Cada,3.0,23.700000000000003,3
OBA OBA,78974766602895,Puxador Colonial Vertical Ouro Velho 4473,3.0,23.7,1
OBA OBA,78974766603013,Plástico Adesivo Madeira Jacarandá 79067,3.0,23.7,1
OBA OBA,78974766603396,Pano De Prato Classic Riscado 70x45 cm  ,3.0,23.7,1
OBA OBA,110871,Papel Almaço com Pauta e Margens c/16 folhas,4.0,23.6,4
OBA OBA,12108,DOBRADICA PRESSAO CURVA 26MM BAURU 5468,4.0,23.6,1
OBA OBA,78974766602873,PUXADOR ITAPEMA 96 ALUF 5568,4.0,23.6,1
OBA OBA,554,BS Van,1.0,23.41,1
OBA OBA,3973,Borracha Faber-Castell com Capa Plástica Max Glitter,6.0,23.4,3
OBA OBA,78974766602223,ESTILETE 9MM GATTE,6.0,23.4,1
OBA OBA,39990,DIVERSOS,2.0,23.2,2
